COUNTY,DATE,PRECIPITATION,MEAN TEMP
Hillsborough,10/21,-33.32333333333333,19.53333333333333
Hillsborough,10/22,-33.29,20.7
Hillsborough,10/23,0.0,20.7
Hillsborough,10/24,0.0,20.366666666666664
Hillsborough,10/25,0.0,21.7
Hillsborough,10/26,0.07333333333333333,22.03333333333333
Hillsborough,10/27,0.15333666666666665,22.866666666666664
Hillsborough,10/28,3.3333333333333337e-06,23.366666666666664
Hillsborough,10/29,0.03333333333333333,21.866666666666664
Hillsborough,10/30,0.15333333333333335,16.866666666666664
Hillsborough,10/31,0.0,15.366666666666665
Hillsborough,11/01,3.3333333333333337e-06,20.53333333333333
Hillsborough,11/02,0.0,13.199999999999998
Hillsborough,11/03,0.0,10.866666666666665
Hillsborough,11/04,0.0,14.033333333333331
Hillsborough,11/05,0.0,17.2
Hillsborough,11/06,0.0,18.03333333333333
Hillsborough,11/07,0.0,19.2
Hillsborough,11/08,0.013333333333333334,18.7
Hillsborough,11/09,0.35333333333333333,20.366666666666664
Hillsborough,11/10,0.04,21.7
Hillsborough,11/11,-31.77333333333333,18.7
Hillsborough,11/12,3.72,19.366666666666664
Hillsborough,11/13,0.01,19.53333333333333
Hillsborough,11/14,0.0,18.2
Hillsborough,11/15,0.0,20.366666666666664
Hillsborough,11/16,0.0,19.366666666666664
Hillsborough,11/17,0.0,12.199999999999998
Hillsborough,11/18,0.0,10.533333333333331
Hillsborough,11/19,0.0,10.699999999999998
Hillsborough,11/20,0.0,14.699999999999998
Hillsborough,11/21,0.013333333333333334,14.699999999999998
Hillsborough,11/22,0.01,15.366666666666665
Hillsborough,11/23,0.0,15.033333333333331
Hillsborough,11/24,0.0,13.699999999999998
Hillsborough,11/25,0.0,15.699999999999998
Hillsborough,11/26,0.0,16.03333333333333
Hillsborough,11/27,0.0,15.866666666666665
Hillsborough,11/28,0.0,15.533333333333331
Hillsborough,11/29,0.0,15.533333333333331
Hillsborough,11/30,0.36000000000000004,13.866666666666665
Hillsborough,12/01,0.0,2.366666666666665
Hillsborough,12/02,-33.33,0.1999999999999981
Hillsborough,12/03,-33.33,5.533333333333331
Hillsborough,12/04,0.0,11.199999999999998
Hillsborough,12/05,0.0,12.199999999999998
Hillsborough,12/06,0.07666666666666667,7.8666666666666645
Hillsborough,12/07,0.41333333333333333,7.033333333333331
Hillsborough,12/08,0.016666666666666666,0.5333333333333314
Hillsborough,12/09,0.0,2.0333333333333314
Hillsborough,12/10,0.0,6.033333333333331
Hillsborough,12/11,0.0,7.533333333333331
Hillsborough,12/12,0.02333666666666667,11.199999999999998
Hillsborough,12/13,0.006666666666666667,13.699999999999998
Hillsborough,12/14,0.02,14.199999999999998
Hillsborough,12/15,0.006666666666666667,11.199999999999998
Hillsborough,12/16,0.3333333333333333,11.033333333333331
Hillsborough,12/17,0.19333333333333333,7.8666666666666645
Hillsborough,12/18,0.0,0.5333333333333314
Hillsborough,12/19,0.0,6.199999999999998
Hillsborough,12/20,0.25,9.033333333333331
Hillsborough,12/21,0.5833333333333334,9.699999999999998
Hillsborough,12/22,0.0,7.533333333333331
Hillsborough,12/23,0.0,7.199999999999998
Hillsborough,12/24,0.13666666666666666,11.033333333333331
Hillsborough,12/25,0.26333333333333336,3.699999999999998
Hillsborough,12/26,0.0,-3.133333333333335
Hillsborough,12/27,0.0,2.0333333333333314
Hillsborough,12/28,0.0,8.199999999999998
Hillsborough,12/29,0.0,9.699999999999998
Hillsborough,12/30,0.01,12.366666666666665
Hillsborough,12/31,0.0,16.53333333333333
Lee,01/01,0.0,66.0
Lee,01/02,0.0,72.0
Lee,01/03,0.0,78.0
Lee,01/04,0.17,73.5
Lee,01/05,0.0,60.0
Lee,01/06,0.0,59.5
Lee,01/07,0.0,63.5
Lee,01/08,0.0,64.5
Lee,01/09,0.0,68.5
Lee,01/10,1e-05,73.0
Lee,01/11,0.0,78.5
Lee,01/12,0.0,78.5
Lee,01/13,0.0,76.0
Lee,01/14,0.0,76.5
Lee,01/15,0.0,74.0
Lee,01/16,0.0,73.5
Lee,01/17,0.0,73.5
Lee,01/18,0.0,72.5
Lee,01/19,1e-05,71.5
Lee,01/20,0.0,62.0
Lee,01/21,0.0,53.5
Lee,01/22,0.0,50.0
Lee,01/23,0.0,66.0
Lee,01/24,0.0,69.5
Lee,01/25,0.0,66.5
Lee,01/26,0.0,61.5
Lee,01/27,1e-05,66.0
Lee,01/28,0.0,69.0
Lee,01/29,0.47,64.0
Lee,01/30,0.0,66.0
Lee,01/31,0.43,68.0
Lee,02/01,0.33,64.0
Lee,02/02,0.0,58.0
Lee,02/03,0.0,61.5
Lee,02/04,0.0,66.0
Lee,02/05,0.0,72.5
Lee,02/06,0.0,78.5
Lee,02/07,0.77,65.5
Lee,02/08,0.0,63.0
Lee,02/09,0.0,69.0
Lee,02/10,0.0,74.5
Lee,02/11,0.0,76.0
Lee,02/12,0.0,78.0
Lee,02/13,0.0,76.5
Lee,02/14,0.0,79.0
Lee,02/15,0.0,73.0
Lee,02/16,0.17,75.0
Lee,02/17,0.0,76.0
Lee,02/18,0.0,78.0
Lee,02/19,1e-05,78.5
Lee,02/20,0.0,79.0
Lee,02/21,1e-05,62.0
Lee,02/22,0.0,63.5
Lee,02/23,0.0,67.5
Lee,02/24,0.0,69.5
Lee,02/25,0.0,73.5
Lee,02/26,0.08,75.0
Lee,02/27,1e-05,60.0
Lee,02/28,0.0,57.0
Lee,02/29,0.0,59.5
Lee,03/01,0.0,61.5
Lee,03/02,0.0,68.0
Lee,03/03,0.0,72.0
Lee,03/04,1e-05,75.5
Lee,03/05,0.0,78.5
Lee,03/06,0.01,69.5
Lee,03/07,0.0,63.5
Lee,03/08,0.0,64.0
Lee,03/09,0.0,70.0
Lee,03/10,0.0,73.0
Lee,03/11,0.01,73.5
Lee,03/12,0.0,75.0
Lee,03/13,0.0,76.0
Lee,03/14,1e-05,77.0
Lee,03/15,0.0,77.5
Lee,03/16,0.0,77.5
Lee,03/17,0.0,77.0
Lee,03/18,0.0,78.0
Lee,03/19,0.0,78.0
Lee,03/20,0.0,78.5
Lee,03/21,0.0,77.5
Lee,03/22,1e-05,78.0
Lee,03/23,0.0,77.5
Lee,03/24,0.0,79.5
Lee,03/25,0.0,77.0
Lee,03/26,0.0,82.0
Lee,03/27,0.0,81.0
Lee,03/28,0.0,80.0
Lee,03/29,0.0,79.0
Lee,03/30,0.0,80.5
Lee,03/31,0.0,81.0
Lee,04/01,0.11,73.0
Lee,04/02,0.0,71.5
Lee,04/03,0.0,74.0
Lee,04/04,0.0,76.5
Lee,04/05,0.04,75.5
Lee,04/06,0.0,77.5
Lee,04/07,0.0,80.0
Lee,04/08,0.0,80.0
Lee,04/09,0.0,82.5
Lee,04/10,0.0,83.0
Lee,04/11,0.0,79.0
Lee,04/12,0.0,84.5
Lee,04/13,0.0,83.5
Lee,04/14,0.0,85.0
Lee,04/15,0.0,83.5
Lee,04/16,0.52,78.0
Lee,04/17,0.0,79.5
Lee,04/18,0.0,81.0
Lee,04/19,0.0,81.5
Lee,04/20,0.14,83.5
Lee,04/21,0.02,81.0
Lee,04/22,0.0,79.5
Lee,04/23,0.0,81.5
Lee,04/24,0.24,80.5
Lee,04/25,0.01,80.0
Lee,04/26,0.15,76.5
Lee,04/27,0.0,76.0
Lee,04/28,0.0,74.5
Lee,04/29,0.0,77.5
Lee,04/30,0.48,75.0
Lee,05/01,0.0,74.0
Lee,05/02,0.0,75.5
Lee,05/03,0.0,78.5
Lee,05/04,0.0,79.5
Lee,05/05,0.0,80.0
Lee,05/06,0.0,79.5
Lee,05/07,0.0,75.5
Lee,05/08,0.0,74.0
Lee,05/09,0.0,80.0
Lee,05/10,1e-05,76.5
Lee,05/11,0.0,79.0
Lee,05/12,0.0,78.0
Lee,05/13,0.0,77.5
Lee,05/14,0.0,79.0
Lee,05/15,0.07,77.0
Lee,05/16,0.0,79.5
Lee,05/17,0.0,80.0
Lee,05/18,0.33,77.0
Lee,05/19,0.05,79.5
Lee,05/20,0.0,80.5
Lee,05/21,0.0,82.0
Lee,05/22,1.49,82.5
Lee,05/23,0.04,82.0
Lee,05/24,0.8,74.5
Lee,05/25,0.06,78.5
Lee,05/26,0.0,81.0
Lee,05/27,0.15,82.5
Lee,05/28,0.35,81.5
Lee,05/29,0.68,82.0
Lee,05/30,1.98,82.5
Lee,05/31,0.29,81.5
Lee,06/01,0.09,83.5
Lee,06/02,0.54,82.5
Lee,06/03,2.28,78.0
Lee,06/04,0.72,77.5
Lee,06/05,0.78,80.0
Lee,06/06,0.32,80.5
Lee,06/07,0.01,83.5
Lee,06/08,0.0,84.0
Lee,06/09,1e-05,84.0
Lee,06/10,0.7,82.5
Lee,06/11,0.48,82.5
Lee,06/12,0.0,81.5
Lee,06/13,1.62,80.0
Lee,06/14,0.3,81.0
Lee,06/15,0.0,82.0
Lee,06/16,0.0,80.0
Lee,06/17,1e-05,81.5
Lee,06/18,0.05,80.0
Lee,06/19,0.01,80.0
Lee,06/20,0.0,82.5
Lee,06/21,0.15,84.5
Lee,06/22,1e-05,83.0
Lee,06/23,0.0,83.0
Lee,06/24,0.0,86.5
Lee,06/25,1e-05,87.5
Lee,06/26,1e-05,86.5
Lee,06/27,0.0,86.0
Lee,06/28,0.27,85.0
Lee,06/29,1e-05,86.0
Lee,06/30,1e-05,85.0
Lee,07/01,0.0,85.5
Lee,07/02,0.0,85.0
Lee,07/03,0.05,85.5
Lee,07/04,1e-05,85.0
Lee,07/05,0.03,84.5
Lee,07/06,0.01,83.5
Lee,07/07,0.0,84.5
Lee,07/08,1e-05,85.5
Lee,07/09,0.0,86.0
Lee,07/10,1e-05,88.0
Lee,07/11,1e-05,86.5
Lee,07/12,1e-05,84.5
Lee,07/13,0.05,85.5
Lee,07/14,0.04,85.0
Lee,07/15,0.12,85.5
Lee,07/16,0.03,83.0
Lee,07/17,0.2,82.0
Lee,07/18,0.0,82.5
Lee,07/19,0.01,84.5
Lee,07/20,0.34,83.0
Lee,07/21,0.26,81.5
Lee,07/22,0.14,80.5
Lee,07/23,0.52,80.0
Lee,07/24,0.03,82.0
Lee,07/25,1e-05,83.5
Lee,07/26,0.12,82.5
Lee,07/27,0.0,83.0
Lee,07/28,0.36,84.0
Lee,07/29,1e-05,84.0
Lee,07/30,0.0,85.0
Lee,07/31,0.1,86.0
Lee,08/01,0.0,85.5
Lee,08/02,0.01,84.5
Lee,08/03,0.0,84.5
Lee,08/04,1e-05,85.5
Lee,08/05,2.77,82.5
Lee,08/06,1e-05,83.0
Lee,08/07,0.01,84.0
Lee,08/08,0.06,84.5
Lee,08/09,1.13,83.5
Lee,08/10,1.53,85.0
Lee,08/11,1.12,83.5
Lee,08/12,0.0,84.5
Lee,08/13,0.12,83.0
Lee,08/14,1.61,83.0
Lee,08/15,1e-05,82.5
Lee,08/16,1e-05,84.5
Lee,08/17,1e-05,84.0
Lee,08/18,0.0,83.5
Lee,08/19,0.26,82.0
Lee,08/20,0.01,83.0
Lee,08/21,1.34,82.5
Lee,08/22,1.38,81.0
Lee,08/23,1e-05,84.0
Lee,08/24,0.26,84.5
Lee,08/25,0.04,87.0
Lee,08/26,1e-05,85.0
Lee,08/27,0.0,84.5
Lee,08/28,0.0,85.5
Lee,08/29,0.0,85.5
Lee,08/30,0.01,84.0
Lee,08/31,1e-05,83.5
Lee,09/01,0.49,85.0
Lee,09/02,0.0,84.5
Lee,09/03,2.57,85.0
Lee,09/04,0.0,85.0
Lee,09/05,0.04,86.5
Lee,09/06,1e-05,83.0
Lee,09/07,2.96,82.5
Lee,09/08,1e-05,81.5
Lee,09/09,0.34,80.0
Lee,09/10,0.15,82.5
Lee,09/11,1e-05,84.5
Lee,09/12,0.07,80.5
Lee,09/13,1.9,75.5
Lee,09/14,0.01,81.5
Lee,09/15,0.38,82.5
Lee,09/16,0.17,83.0
Lee,09/17,1e-05,83.5
Lee,09/18,0.95,83.5
Lee,09/19,0.0,84.0
Lee,09/20,2.02,81.0
Lee,09/21,1e-05,81.0
Lee,09/22,0.0,79.5
Lee,09/23,0.0,79.0
Lee,09/24,0.02,81.0
Lee,09/25,0.0,82.0
Lee,09/26,0.02,84.0
Lee,09/27,1.3,83.0
Lee,09/28,0.0,82.5
Lee,09/29,0.7,82.0
Lee,09/30,0.01,74.5
Lee,10/01,0.0,79.0
Lee,10/02,0.01,75.0
Lee,10/03,0.82,78.0
Lee,10/04,0.46,77.5
Lee,10/05,0.0,83.0
Lee,10/06,0.9,83.5
Lee,10/07,0.0,84.0
Lee,10/08,0.0,83.0
Lee,10/09,0.17,83.0
Lee,10/10,0.0,81.0
Lee,10/11,0.0,82.5
Lee,10/12,1e-05,81.5
Lee,10/13,0.0,80.0
Lee,10/14,0.0,80.5
Lee,10/15,0.0,81.5
Lee,10/16,0.0,82.0
Lee,10/17,0.0,81.0
Lee,10/18,0.0,80.5
Lee,10/19,0.41,74.5
Lee,10/20,0.45,77.5
Lee,10/21,1e-05,78.5
Lee,10/22,0.0,80.5
Lee,10/23,0.0,80.0
Lee,10/24,0.06,80.5
Lee,10/25,1e-05,80.5
Lee,10/26,0.53,81.5
Lee,10/27,0.01,82.5
Lee,10/28,0.0,83.0
Lee,10/29,0.0,80.5
Lee,10/30,0.23,78.0
Lee,10/31,1e-05,77.0
Lee,11/01,0.0,80.5
Lee,11/02,0.0,71.0
Lee,11/03,0.0,68.5
Lee,11/04,0.0,71.5
Lee,11/05,1e-05,76.0
Lee,11/06,0.0,77.0
Lee,11/07,0.08,75.0
Lee,11/08,0.66,73.5
Lee,11/09,1.62,77.5
Lee,11/10,0.2,80.0
Lee,11/11,1.41,78.0
Lee,11/12,0.0,78.0
Lee,11/13,0.0,77.5
Lee,11/14,0.0,79.0
Lee,11/15,0.0,79.5
Lee,11/16,1e-05,79.5
Lee,11/17,0.0,72.0
Lee,11/18,0.0,69.0
Lee,11/19,1e-05,70.0
Lee,11/20,1e-05,73.5
Lee,11/21,0.0,75.0
Lee,11/22,0.0,76.0
Lee,11/23,0.0,73.0
Lee,11/24,0.0,73.0
Lee,11/25,1e-05,73.0
Lee,11/26,0.0,74.5
Lee,11/27,0.0,75.5
Lee,11/28,0.0,73.5
Lee,11/29,0.0,73.5
Lee,11/30,0.24,72.5
Lee,12/01,0.0,56.5
Lee,12/02,0.0,56.5
Lee,12/03,0.0,62.5
Lee,12/04,0.01,68.5
Lee,12/05,1e-05,73.0
Lee,12/06,0.01,67.0
Lee,12/07,1.38,65.0
Lee,12/08,0.0,56.0
Lee,12/09,0.0,55.5
Lee,12/10,0.0,60.5
Lee,12/11,0.0,63.0
Lee,12/12,1e-05,72.0
Lee,12/13,0.0,71.5
Lee,12/14,0.06,74.0
Lee,12/15,0.0,71.5
Lee,12/16,0.08,72.5
Lee,12/17,0.11,67.0
Lee,12/18,0.0,56.5
Lee,12/19,0.0,62.0
Lee,12/20,0.08,69.0
Lee,12/21,0.4,65.5
Lee,12/22,0.0,62.0
Lee,12/23,0.0,64.5
Lee,12/24,1e-05,70.0
Lee,12/25,0.11,57.5
Lee,12/26,0.0,51.0
Lee,12/27,0.0,59.5
Lee,12/28,0.0,65.5
Lee,12/29,0.0,67.5
Lee,12/30,1e-05,70.5
Lee,12/31,1e-05,75.5
Leon,01/01,0.0,49.5
Leon,01/02,0.0,62.0
Leon,01/03,0.04,73.5
Leon,01/04,0.25,62.5
Leon,01/05,0.0,48.0
Leon,01/06,0.0,50.5
Leon,01/07,0.0,53.5
Leon,01/08,0.0,48.0
Leon,01/09,0.0,51.0
Leon,01/10,0.0,68.5
Leon,01/11,0.54,72.0
Leon,01/12,0.03,67.5
Leon,01/13,0.07,68.5
Leon,01/14,0.0,70.0
Leon,01/15,0.03,71.0
Leon,01/16,1e-05,71.5
Leon,01/17,0.0,63.0
Leon,01/18,0.08,61.5
Leon,01/19,1e-05,56.0
Leon,01/20,0.0,40.5
Leon,01/21,0.0,38.5
Leon,01/22,0.0,44.0
Leon,01/23,1e-05,59.0
Leon,01/24,0.06,59.0
Leon,01/25,0.0,48.5
Leon,01/26,0.02,48.0
Leon,01/27,1e-05,54.0
Leon,01/28,0.0,51.5
Leon,01/29,0.06,44.0
Leon,01/30,0.0,56.5
Leon,01/31,0.15,52.0
Leon,02/01,1e-05,45.5
Leon,02/02,0.0,49.5
Leon,02/03,0.0,55.0
Leon,02/04,0.0,60.0
Leon,02/05,0.02,65.0
Leon,02/06,1.11,67.5
Leon,02/07,1e-05,47.0
Leon,02/08,0.0,47.5
Leon,02/09,0.0,56.0
Leon,02/10,0.0,62.5
Leon,02/11,0.0,69.0
Leon,02/12,1e-05,69.5
Leon,02/13,0.17,70.5
Leon,02/14,0.18,52.5
Leon,02/15,0.0,54.0
Leon,02/16,0.24,52.5
Leon,02/17,0.01,63.0
Leon,02/18,1e-05,69.5
Leon,02/19,1e-05,74.5
Leon,02/20,0.47,58.0
Leon,02/21,1e-05,47.5
Leon,02/22,0.0,47.5
Leon,02/23,0.0,50.5
Leon,02/24,0.21,61.5
Leon,02/25,2.12,65.0
Leon,02/26,0.57,58.5
Leon,02/27,0.0,45.5
Leon,02/28,0.0,46.0
Leon,02/29,0.0,50.5
Leon,03/01,0.0,51.5
Leon,03/02,0.0,58.5
Leon,03/03,0.53,72.0
Leon,03/04,0.51,72.5
Leon,03/05,0.28,68.5
Leon,03/06,0.0,59.5
Leon,03/07,0.0,52.0
Leon,03/08,0.0,55.0
Leon,03/09,0.0,62.0
Leon,03/10,0.0,67.0
Leon,03/11,1e-05,66.0
Leon,03/12,0.0,68.5
Leon,03/13,0.0,70.5
Leon,03/14,0.0,69.5
Leon,03/15,0.0,70.5
Leon,03/16,0.0,73.0
Leon,03/17,0.0,71.0
Leon,03/18,0.0,74.0
Leon,03/19,0.0,71.5
Leon,03/20,0.0,72.0
Leon,03/21,0.12,75.5
Leon,03/22,0.0,73.0
Leon,03/23,0.0,72.5
Leon,03/24,0.0,75.0
Leon,03/25,1e-05,79.0
Leon,03/26,0.0,76.0
Leon,03/27,0.0,75.0
Leon,03/28,0.0,75.0
Leon,03/29,0.0,76.5
Leon,03/30,0.0,75.0
Leon,03/31,0.78,72.0
Leon,04/01,0.0,60.5
Leon,04/02,0.0,60.5
Leon,04/03,0.0,62.0
Leon,04/04,0.0,68.5
Leon,04/05,0.01,70.5
Leon,04/06,0.0,69.0
Leon,04/07,0.0,72.0
Leon,04/08,0.0,79.0
Leon,04/09,0.0,84.0
Leon,04/10,0.02,63.0
Leon,04/11,0.0,61.0
Leon,04/12,0.0,68.0
Leon,04/13,0.7,77.0
Leon,04/14,0.3,73.5
Leon,04/15,0.86,63.5
Leon,04/16,0.0,65.0
Leon,04/17,0.0,65.5
Leon,04/18,1e-05,73.5
Leon,04/19,0.01,76.5
Leon,04/20,0.64,71.0
Leon,04/21,0.0,69.5
Leon,04/22,0.0,68.5
Leon,04/23,1.64,72.5
Leon,04/24,0.0,73.0
Leon,04/25,0.0,73.0
Leon,04/26,1e-05,68.5
Leon,04/27,0.0,65.0
Leon,04/28,0.0,64.0
Leon,04/29,0.09,68.5
Leon,04/30,0.24,66.0
Leon,05/01,0.0,64.5
Leon,05/02,0.0,68.5
Leon,05/03,0.0,70.0
Leon,05/04,0.0,72.0
Leon,05/05,0.0,76.5
Leon,05/06,0.0,74.0
Leon,05/07,0.0,62.0
Leon,05/08,1e-05,62.0
Leon,05/09,0.0,71.0
Leon,05/10,0.0,72.0
Leon,05/11,0.0,70.0
Leon,05/12,0.0,68.5
Leon,05/13,0.0,74.0
Leon,05/14,0.0,76.5
Leon,05/15,0.0,77.5
Leon,05/16,0.0,79.5
Leon,05/17,0.0,81.0
Leon,05/18,0.02,77.5
Leon,05/19,0.03,80.0
Leon,05/20,1.94,75.0
Leon,05/21,1e-05,79.0
Leon,05/22,0.0,81.5
Leon,05/23,0.0,80.0
Leon,05/24,0.0,80.0
Leon,05/25,0.03,79.0
Leon,05/26,1.45,75.5
Leon,05/27,0.43,79.0
Leon,05/28,0.03,79.5
Leon,05/29,0.12,78.0
Leon,05/30,0.34,81.0
Leon,05/31,0.0,82.0
Leon,06/01,0.0,81.0
Leon,06/02,0.0,81.0
Leon,06/03,0.0,77.5
Leon,06/04,1e-05,80.5
Leon,06/05,0.0,78.0
Leon,06/06,1.39,75.5
Leon,06/07,2.87,77.0
Leon,06/08,0.04,84.0
Leon,06/09,1.58,78.0
Leon,06/10,1.3,81.0
Leon,06/11,0.03,79.5
Leon,06/12,0.92,82.5
Leon,06/13,0.0,79.5
Leon,06/14,0.0,79.0
Leon,06/15,0.06,78.0
Leon,06/16,0.0,76.5
Leon,06/17,0.0,75.0
Leon,06/18,0.0,77.5
Leon,06/19,0.0,81.0
Leon,06/20,0.0,81.5
Leon,06/21,0.0,81.0
Leon,06/22,1e-05,80.0
Leon,06/23,0.92,81.0
Leon,06/24,0.07,82.5
Leon,06/25,1e-05,83.5
Leon,06/26,0.0,83.0
Leon,06/27,0.01,85.0
Leon,06/28,0.0,84.0
Leon,06/29,0.09,84.0
Leon,06/30,0.1,85.5
Leon,07/01,0.03,81.5
Leon,07/02,0.0,83.0
Leon,07/03,1e-05,82.0
Leon,07/04,0.83,79.5
Leon,07/05,0.33,80.0
Leon,07/06,0.99,80.5
Leon,07/07,0.3,80.5
Leon,07/08,0.0,81.5
Leon,07/09,0.0,82.5
Leon,07/10,0.31,86.5
Leon,07/11,0.0,85.0
Leon,07/12,0.0,83.0
Leon,07/13,0.0,85.0
Leon,07/14,0.0,84.5
Leon,07/15,0.0,84.0
Leon,07/16,0.0,85.0
Leon,07/17,0.0,86.0
Leon,07/18,0.0,86.5
Leon,07/19,0.0,86.0
Leon,07/20,0.0,87.0
Leon,07/21,1.16,82.5
Leon,07/22,0.11,83.0
Leon,07/23,0.53,81.5
Leon,07/24,0.0,82.5
Leon,07/25,0.0,84.5
Leon,07/26,0.51,84.5
Leon,07/27,0.15,81.5
Leon,07/28,1.24,80.0
Leon,07/29,1e-05,81.5
Leon,07/30,0.0,84.0
Leon,07/31,0.51,83.5
Leon,08/01,0.0,84.0
Leon,08/02,0.0,85.5
Leon,08/03,1e-05,86.5
Leon,08/04,0.48,84.5
Leon,08/05,0.05,84.5
Leon,08/06,0.0,83.0
Leon,08/07,0.0,81.0
Leon,08/08,0.02,82.0
Leon,08/09,0.0,85.0
Leon,08/10,0.48,84.0
Leon,08/11,1.55,81.0
Leon,08/12,0.0,81.5
Leon,08/13,0.0,83.0
Leon,08/14,0.01,81.5
Leon,08/15,1e-05,83.5
Leon,08/16,1e-05,86.0
Leon,08/17,1e-05,84.5
Leon,08/18,1.22,83.5
Leon,08/19,0.78,81.0
Leon,08/20,1e-05,78.5
Leon,08/21,1.11,78.0
Leon,08/22,0.71,77.0
Leon,08/23,0.78,76.5
Leon,08/24,0.32,83.0
Leon,08/25,0.0,85.5
Leon,08/26,0.0,85.0
Leon,08/27,0.0,85.0
Leon,08/28,0.14,84.5
Leon,08/29,0.05,79.5
Leon,08/30,0.71,80.5
Leon,08/31,0.11,83.0
Leon,09/01,0.05,83.5
Leon,09/02,0.0,84.5
Leon,09/03,0.0,85.0
Leon,09/04,0.0,86.0
Leon,09/05,0.0,86.5
Leon,09/06,0.0,84.5
Leon,09/07,0.0,82.5
Leon,09/08,0.01,83.5
Leon,09/09,0.0,82.5
Leon,09/10,0.51,84.0
Leon,09/11,0.03,82.5
Leon,09/12,0.24,84.5
Leon,09/13,0.54,83.5
Leon,09/14,0.36,79.5
Leon,09/15,1.19,76.0
Leon,09/16,3.89,77.5
Leon,09/17,0.01,77.0
Leon,09/18,0.0,80.0
Leon,09/19,1e-05,75.0
Leon,09/20,1e-05,69.5
Leon,09/21,0.0,72.5
Leon,09/22,0.0,73.0
Leon,09/23,0.0,76.5
Leon,09/24,0.77,76.0
Leon,09/25,0.79,79.0
Leon,09/26,0.0,79.0
Leon,09/27,0.89,72.5
Leon,09/28,1e-05,80.5
Leon,09/29,0.27,68.0
Leon,09/30,0.0,65.0
Leon,10/01,0.0,68.5
Leon,10/02,0.0,65.5
Leon,10/03,0.0,64.5
Leon,10/04,0.0,67.5
Leon,10/05,0.0,69.0
Leon,10/06,1e-05,77.5
Leon,10/07,0.0,80.5
Leon,10/08,0.24,80.5
Leon,10/09,0.0,82.0
Leon,10/10,0.13,80.0
Leon,10/11,1e-05,80.0
Leon,10/12,0.0,77.0
Leon,10/13,0.0,78.5
Leon,10/14,0.0,75.0
Leon,10/15,0.0,76.0
Leon,10/16,0.0,75.0
Leon,10/17,0.0,67.5
Leon,10/18,0.0,73.5
Leon,10/19,0.0,76.5
Leon,10/20,0.0,78.5
Leon,10/21,0.54,78.5
Leon,10/22,1e-05,79.5
Leon,10/23,0.0,78.5
Leon,10/24,0.55,75.0
Leon,10/25,0.0,73.5
Leon,10/26,0.0,76.5
Leon,10/27,0.04,78.5
Leon,10/28,0.0,79.5
Leon,10/29,0.51,71.5
Leon,10/30,0.0,60.0
Leon,10/31,0.0,65.0
Leon,11/01,0.0,70.5
Leon,11/02,0.0,54.0
Leon,11/03,0.0,54.0
Leon,11/04,0.0,57.5
Leon,11/05,0.0,69.0
Leon,11/06,0.0,72.5
Leon,11/07,1e-05,76.0
Leon,11/08,0.0,77.0
Leon,11/09,0.0,77.5
Leon,11/10,0.07,80.0
Leon,11/11,0.97,79.5
Leon,11/12,1e-05,74.5
Leon,11/13,0.0,68.0
Leon,11/14,0.0,66.5
Leon,11/15,0.0,72.0
Leon,11/16,0.0,59.0
Leon,11/17,0.0,57.5
Leon,11/18,0.0,54.0
Leon,11/19,0.0,60.0
Leon,11/20,0.0,67.0
Leon,11/21,0.0,66.5
Leon,11/22,0.0,67.0
Leon,11/23,0.0,58.0
Leon,11/24,0.0,58.0
Leon,11/25,0.0,66.5
Leon,11/26,0.37,71.0
Leon,11/27,0.84,74.0
Leon,11/28,0.66,68.5
Leon,11/29,0.14,66.5
Leon,11/30,0.58,57.0
Leon,12/01,0.0,40.5
Leon,12/02,0.0,43.5
Leon,12/03,0.0,49.5
Leon,12/04,0.08,58.0
Leon,12/05,0.0,52.0
Leon,12/06,0.0,55.0
Leon,12/07,0.03,53.0
Leon,12/08,0.0,45.5
Leon,12/09,0.0,49.0
Leon,12/10,0.0,53.5
Leon,12/11,0.0,53.5
Leon,12/12,0.0,58.5
Leon,12/13,0.0,66.0
Leon,12/14,0.13,61.0
Leon,12/15,0.0,55.5
Leon,12/16,1.07,53.0
Leon,12/17,0.0,44.0
Leon,12/18,0.0,43.0
Leon,12/19,0.0,46.0
Leon,12/20,0.28,55.0
Leon,12/21,0.0,50.5
Leon,12/22,0.0,53.0
Leon,12/23,0.0,52.0
Leon,12/24,1.46,53.0
Leon,12/25,0.0,38.0
Leon,12/26,0.0,36.5
Leon,12/27,0.0,42.5
Leon,12/28,0.0,52.0
Leon,12/29,0.0,54.5
Leon,12/30,0.0,57.0
Leon,12/31,0.12,62.0
Marion,01/01,0.0,58.5
Marion,01/02,0.0,62.5
Marion,01/03,0.0,73.0
Marion,01/04,0.13,74.5
Marion,01/05,0.0,54.5
Marion,01/06,0.0,51.5
Marion,01/07,0.0,54.5
Marion,01/08,0.0,52.0
Marion,01/09,0.0,56.5
Marion,01/10,0.0,67.5
Marion,01/11,0.0,73.5
Marion,01/12,0.0,68.0
Marion,01/13,0.0,74.5
Marion,01/14,0.0,68.5
Marion,01/15,0.0,71.0
Marion,01/16,0.0,70.5
Marion,01/17,0.0,65.5
Marion,01/18,0.0,64.0
Marion,01/19,0.02,69.0
Marion,01/20,0.0,56.0
Marion,01/21,0.0,45.5
Marion,01/22,0.0,45.0
Marion,01/23,0.0,56.5
Marion,01/24,0.02,63.5
Marion,01/25,0.0,59.5
Marion,01/26,0.0,53.5
